C,meme,SR,MBF,AES,mu,gens,k,depth,maxS,runs
100,true,0.0,0.43937853,0.0,50,150,4,1,200,100
100,true,30.0,0.9305941,50253.332,50,150,4,2,10,100
100,true,1.0,0.71572113,47200.0,50,150,4,2,50,100
100,true,0.0,0.70071334,0.0,50,150,4,2,100,100
100,true,0.0,0.6543361,0.0,50,150,4,2,150,100
100,true,0.0,0.5954233,0.0,50,150,4,2,200,100
100,true,67.0,0.98136055,62026.867,50,150,4,3,10,100
100,true,3.0,0.86576813,74266.664,50,150,4,3,50,100
100,true,1.0,0.7095625,61800.0,50,150,4,3,100,100
100,true,0.0,0.663704,0.0,50,150,4,3,150,100
100,true,0.0,0.61233974,0.0,50,150,4,3,200,100
100,true,85.0,0.9922403,70894.12,50,150,4,4,10,100
100,true,4.0,0.8969879,79400.0,50,150,4,4,50,100
100,true,1.0,0.7290479,61800.0,50,150,4,4,100,100
100,true,0.0,0.676988,0.0,50,150,4,4,150,100
100,true,0.0,0.61432993,0.0,50,150,4,4,200,100
100,true,97.0,0.9986928,78206.19,50,150,4,5,10,100
100,true,8.0,0.90335023,109425.0,50,150,4,5,50,100
100,true,1.0,0.7399386,61800.0,50,150,4,5,100,100
100,true,0.0,0.6741997,0.0,50,150,4,5,150,100
100,true,0.0,0.62246346,0.0,50,150,4,5,200,100
100,true,0.0,0.68344814,0.0,50,150,5,1,10,100
100,true,0.0,0.6498639,0.0,50,150,5,1,50,100
100,true,0.0,0.61087716,0.0,50,150,5,1,100,100
100,true,0.0,0.53829443,0.0,50,150,5,1,150,100
100,true,0.0,0.50431967,0.0,50,150,5,1,200,100
100,true,80.0,0.9712073,58928.125,50,150,5,2,10,100
100,true,17.0,0.87429756,65088.234,50,150,5,2,50,100
100,true,1.0,0.72289824,64250.0,50,150,5,2,100,100
100,true,1.0,0.63506085,66500.0,50,150,5,2,150,100
100,true,0.0,0.6419829,0.0,50,150,5,2,200,100
100,true,100.0,1.0,64765.0,50,150,5,3,10,100
100,true,46.0,0.9603635,83331.52,50,150,5,3,50,100
100,true,5.0,0.7804112,88700.0,50,150,5,3,100,100
100,true,2.0,0.64665306,80125.0,50,150,5,3,150,100
100,true,0.0,0.6540544,0.0,50,150,5,3,200,100
100,true,100.0,1.0,64765.0,50,150,5,4,10,100
100,true,64.0,0.9784592,95964.84,50,150,5,4,50,100
100,true,12.0,0.8528072,114979.164,50,150,5,4,100,100
100,true,2.0,0.66481256,80125.0,50,150,5,4,150,100
100,true,0.0,0.6578641,0.0,50,150,5,4,200,100
100,true,100.0,1.0,64765.0,50,150,5,5,10,100
100,true,82.0,0.98925686,111442.07,50,150,5,5,50,100
100,true,17.0,0.88599795,127852.94,50,150,5,5,100,100
100,true,3.0,0.67948747,115333.336,50,150,5,5,150,100
100,true,0.0,0.66447496,0.0,50,150,5,5,200,100
