C,T,N,Kmax,Jmin,Tempo,HMenorJ,Seed,O
20,1,1000.0,20,8.31110186821255,0.3687171,false,1,false
20,1,1000.0,20,7.676882573559671,0.3666319,false,2,true
20,1,1000.0,20,7.676882573559671,0.3576216,false,2,true
